arabidopsis,tomato,Group Number
AT1G59580,Solyc04g080730.3,OG0010366
AT1G23390,Solyc05g005150.1,OG0009435
AT1G72600,Solyc03g123420.1,OG0008785
AT5G56290,Solyc10g005650.3,OG0013424
AT3G11910,Solyc10g081610.2,OG0005671
AT5G06600,Solyc10g081610.2,OG0005671
AT2G17970,Solyc02g062180.3,OG0001386
AT2G17970,Solyc02g083960.4,OG0001386
AT4G36090,Solyc02g062180.3,OG0001386
AT4G36090,Solyc02g083960.4,OG0001386
AT1G48980,Solyc02g062180.3,OG0001386
AT1G48980,Solyc02g083960.4,OG0001386
AT5G10260,Solyc05g051570.3,OG0005961
AT5G10260,Solyc03g078570.3,OG0005961
AT4G01026,Solyc12g055990.2,OG0002449
AT4G01026,Solyc08g082180.3,OG0002449
AT1G01360,Solyc12g055990.2,OG0002449
AT1G01360,Solyc08g082180.3,OG0002449
AT1G34220,Solyc04g072560.3,OG0010491
AT2G05830,Solyc08g022210.4,OG0006796
AT5G64670,Solyc02g081310.3,OG0013148
AT1G07910,Solyc11g072430.3,OG0009760
AT2G28350,Solyc06g075150.3,OG0000914
AT2G28350,Solyc11g069500.2,OG0000914
AT2G28350,Solyc10g086130.3,OG0000914
AT2G28350,Solyc09g007810.4,OG0000914
AT4G30080,Solyc06g075150.3,OG0000914
AT4G30080,Solyc11g069500.2,OG0000914
AT4G30080,Solyc10g086130.3,OG0000914
AT4G30080,Solyc09g007810.4,OG0000914
AT1G29050,Solyc03g006220.4,OG0002122
AT1G29050,Solyc02g077080.3,OG0002122
AT2G34070,Solyc03g006220.4,OG0002122
AT2G34070,Solyc02g077080.3,OG0002122
AT1G15390,Solyc07g015860.3,OG0009169
AT5G15870,Solyc03g046200.1,OG0002576
AT5G15870,Solyc02g089720.3,OG0002576
AT1G18310,Solyc03g046200.1,OG0002576
AT1G18310,Solyc02g089720.3,OG0002576
AT1G33810,Solyc06g064810.3,OG0009952
AT1G04260,Solyc09g083320.1,OG0009965
AT4G16370,Solyc11g012700.2,OG0007907
AT5G49060,Solyc01g066770.3,OG0001748
AT5G49060,Solyc05g018610.3,OG0001748
AT5G05750,Solyc01g066770.3,OG0001748
AT5G05750,Solyc05g018610.3,OG0001748
AT3G57340,Solyc01g066770.3,OG0001748
AT3G57340,Solyc05g018610.3,OG0001748
AT1G03510,Solyc10g008590.1,OG0008874
AT5G64380,Solyc01g106010.3,OG0012395
AT5G18230,Solyc12g019860.2,OG0012699
AT1G12840,Solyc03g097800.4,OG0008697
AT3G14440,Solyc07g056570.1,OG0011457
AT1G13570,Solyc07g009133.1,OG0000076
AT1G13570,Solyc08g074800.3,OG0000076
AT1G13570,Solyc05g005400.2,OG0000076
AT1G13570,Solyc05g005420.3,OG0000076
AT1G13570,Solyc08g074835.1,OG0000076
AT1G13570,Solyc05g015000.1,OG0000076
AT1G13570,Solyc04g025653.1,OG0000076
AT1G13570,Solyc11g011230.3,OG0000076
AT1G13570,Solyc11g011533.1,OG0000076
AT1G13570,Solyc11g011530.2,OG0000076
AT1G13570,Solyc03g061650.3,OG0000076
AT1G13570,Solyc05g150100.1,OG0000076
AT1G13570,Solyc08g074880.1,OG0000076
AT1G13570,Solyc04g025657.1,OG0000076
AT1G13570,Solyc05g010360.2,OG0000076
AT1G13570,Solyc11g017345.1,OG0000076
AT1G13570,Solyc05g010345.1,OG0000076
AT1G13570,Solyc05g005430.2,OG0000076
AT1G13570,Solyc05g150101.1,OG0000076
AT1G13570,Solyc08g041670.2,OG0000076
AT1G13570,Solyc11g011537.1,OG0000076
AT1G13570,Solyc12g042690.3,OG0000076
AT1G13570,Solyc04g005890.3,OG0000076
AT1G13570,Solyc08g074795.1,OG0000076
AT1G13570,Solyc04g005880.1,OG0000076
AT1G13570,Solyc08g074830.4,OG0000076
AT1G13570,Solyc08g074895.1,OG0000076
AT1G13570,Solyc08g074910.3,OG0000076
AT1G13570,Solyc04g005900.3,OG0000076
AT1G13570,Solyc05g005410.1,OG0000076
AT1G13570,Solyc05g008470.3,OG0000076
AT1G50660,Solyc12g005010.2,OG0002818
AT1G50660,Solyc07g064580.3,OG0002818
AT3G20350,Solyc12g005010.2,OG0002818
AT3G20350,Solyc07g064580.3,OG0002818
AT2G29960,Solyc06g076970.3,OG0003624
AT5G58710,Solyc06g076970.3,OG0003624
AT2G28660,Solyc11g073020.3,OG0007423
AT1G69310,Solyc05g012500.3,OG0009707
AT3G20240,Solyc03g123990.3,OG0010947
AT2G30160,Solyc06g082290.4,OG0001959
AT1G07030,Solyc06g082290.4,OG0001959
AT1G07025,Solyc06g082290.4,OG0001959
AT5G13690,Solyc12g035430.1,OG0003199
AT5G13690,Solyc01g087610.3,OG0003199
AT5G13690,Solyc03g113820.3,OG0003199
AT4G13200,Solyc09g061440.4,OG0008266
AT5G61760,Solyc03g118000.1,OG0003064
AT5G61760,Solyc12g042430.2,OG0003064
AT5G07370,Solyc03g118000.1,OG0003064
AT5G07370,Solyc12g042430.2,OG0003064
AT5G60930,Solyc04g076310.4,OG0013094
AT2G32640,Solyc01g102950.3,OG0007048
AT2G05170,Solyc06g065170.4,OG0006573
AT1G48380,Solyc03g098620.3,OG0009778
AT5G09920,Solyc06g073870.4,OG0012610
AT4G25600,Solyc03g025500.4,OG0008596
AT1G67960,Solyc06g051440.4,OG0008833
AT5G63470,Solyc03g111470.3,OG0000839
AT5G63470,Solyc03g111460.3,OG0000839
AT5G63470,Solyc06g072040.1,OG0000839
AT5G63470,Solyc03g111415.1,OG0000839
AT5G63470,Solyc03g110860.3,OG0000839
AT3G48590,Solyc03g111470.3,OG0000839
AT3G48590,Solyc03g111460.3,OG0000839
AT3G48590,Solyc06g072040.1,OG0000839
AT3G48590,Solyc03g111415.1,OG0000839
AT3G48590,Solyc03g110860.3,OG0000839
AT5G57050,Solyc12g096020.3,OG0002478
AT5G57050,Solyc08g062650.2,OG0002478
AT4G26080,Solyc12g096020.3,OG0002478
AT4G26080,Solyc08g062650.2,OG0002478
AT3G14150,Solyc03g122170.4,OG0000841
AT3G14150,Solyc03g122130.3,OG0000841
AT3G14150,Solyc03g122160.1,OG0000841
AT3G14150,Solyc03g122150.3,OG0000841
AT3G14150,Solyc03g122140.3,OG0000841
AT3G14130,Solyc03g122170.4,OG0000841
AT3G14130,Solyc03g122130.3,OG0000841
AT3G14130,Solyc03g122160.1,OG0000841
AT3G14130,Solyc03g122150.3,OG0000841
AT3G14130,Solyc03g122140.3,OG0000841
AT2G28090,Solyc06g074930.2,OG0003773
AT2G28090,Solyc11g069070.3,OG0003773
AT4G17870,Solyc08g076960.1,OG0004231
AT5G46790,Solyc08g076960.1,OG0004231
AT2G03880,Solyc12g096680.1,OG0006583
AT4G13150,Solyc09g060100.3,OG0007966
AT4G14850,Solyc02g014360.3,OG0008339
AT4G21430,Solyc02g079300.3,OG0007686
AT1G20810,Solyc04g082660.2,OG0009432
AT3G11920,Solyc01g008130.4,OG0010996
AT5G02070,Solyc09g011200.2,OG0012446
AT1G67680,Solyc10g044443.1,OG0001567
AT1G67680,Solyc01g047580.1,OG0001567
AT1G67680,Solyc11g062270.2,OG0001567
AT1G67650,Solyc10g044443.1,OG0001567
AT1G67650,Solyc01g047580.1,OG0001567
AT1G67650,Solyc11g062270.2,OG0001567
AT3G18840,Solyc01g095600.4,OG0010775
AT5G42000,Solyc08g082920.3,OG0012985
AT5G06970,Solyc01g088330.1,OG0001773
AT5G06970,Solyc02g071830.3,OG0001773
AT5G06970,Solyc01g108412.1,OG0001773
AT5G06970,Solyc01g096540.4,OG0001773
AT4G15850,Solyc07g005890.3,OG0008059
AT3G50640,Solyc02g090720.3,OG0002994
AT3G50640,Solyc02g065020.2,OG0002994
AT5G66800,Solyc02g090720.3,OG0002994
AT5G66800,Solyc02g065020.2,OG0002994
AT5G28470,Solyc03g113440.3,OG0012929
AT2G43030,Solyc06g051200.3,OG0006527
AT1G48750,Solyc03g119210.1,OG0002804
AT1G48750,Solyc06g069070.1,OG0002804
AT3G18280,Solyc03g119210.1,OG0002804
AT3G18280,Solyc06g069070.1,OG0002804
AT4G00850,Solyc10g009280.4,OG0004283
AT1G01160,Solyc10g009280.4,OG0004283
AT2G47070,Solyc05g053240.4,OG0001399
AT3G60030,Solyc05g053240.4,OG0001399
AT1G20980,Solyc05g053240.4,OG0001399
AT1G76580,Solyc05g053240.4,OG0001399
AT1G77330,Solyc06g060070.3,OG0009261
AT2G02800,Solyc05g007140.3,OG0002205
AT2G02800,Solyc01g010660.3,OG0002205
AT1G14370,Solyc05g007140.3,OG0002205
AT1G14370,Solyc01g010660.3,OG0002205
AT1G60460,Solyc06g065620.2,OG0009800
AT4G03130,Solyc06g008840.3,OG0008075
AT1G26160,Solyc05g010150.3,OG0009416
AT5G58000,Solyc07g005470.4,OG0005847
AT5G58000,Solyc12g010120.2,OG0005847
AT2G42350,Solyc06g007230.2,OG0001292
AT2G42350,Solyc10g008080.3,OG0001292
AT2G42350,Solyc07g053420.4,OG0001292
AT2G42360,Solyc06g007230.2,OG0001292
AT2G42360,Solyc10g008080.3,OG0001292
AT2G42360,Solyc07g053420.4,OG0001292
AT1G27595,Solyc04g076910.3,OG0001587
AT1G27570,Solyc04g076910.3,OG0001587
AT3G43950,Solyc04g076910.3,OG0001587
AT1G67635,Solyc04g076910.3,OG0001587
AT2G27100,Solyc01g009090.3,OG0007109
AT4G36700,Solyc02g085590.4,OG0003605
AT2G18540,Solyc02g085590.4,OG0003605
AT3G09960,Solyc09g009170.4,OG0005269
AT3G09970,Solyc09g009170.4,OG0005269
AT5G47010,Solyc08g077420.3,OG0005904
AT5G47010,Solyc08g007110.4,OG0005904
AT3G05040,Solyc01g098170.3,OG0011751
AT4G36790,Solyc02g085670.3,OG0001990
AT4G36790,Solyc02g063020.3,OG0001990
AT2G18590,Solyc02g085670.3,OG0001990
AT2G18590,Solyc02g063020.3,OG0001990
AT5G25270,Solyc06g036720.4,OG0005713
AT5G11080,Solyc06g036720.4,OG0005713
AT2G35900,Solyc10g081750.1,OG0007537
AT3G13700,Solyc03g121450.3,OG0011542
AT1G19430,Solyc04g080360.4,OG0009966
AT3G03300,Solyc01g012680.1,OG0000046
AT3G03300,Solyc01g011520.2,OG0000046
AT3G03300,Solyc01g014430.1,OG0000046
AT3G03300,Solyc01g014420.1,OG0000046
AT3G03300,Solyc01g014800.1,OG0000046
AT3G03300,Solyc01g011530.1,OG0000046
AT3G03300,Solyc01g014400.2,OG0000046
AT3G03300,Solyc01g012560.1,OG0000046
AT3G03300,Solyc11g008520.3,OG0000046
AT3G03300,Solyc01g009140.1,OG0000046
AT3G03300,Solyc11g008530.3,OG0000046
AT3G03300,Solyc01g013850.1,OG0000046
AT3G03300,Solyc01g011540.1,OG0000046
AT3G03300,Solyc01g013950.2,OG0000046
AT3G03300,Solyc01g012740.1,OG0000046
AT3G03300,Solyc01g013820.1,OG0000046
AT3G03300,Solyc01g012540.1,OG0000046
AT3G03300,Solyc01g014440.2,OG0000046
AT3G03300,Solyc06g048960.4,OG0000046
AT3G03300,Solyc01g013920.1,OG0000046
AT3G03300,Solyc01g012650.1,OG0000046
AT3G03300,Solyc01g013760.1,OG0000046
AT3G03300,Solyc01g013780.1,OG0000046
AT3G03300,Solyc01g012610.1,OG0000046
AT3G03300,Solyc01g013910.1,OG0000046
AT3G03300,Solyc01g012550.1,OG0000046
AT3G03300,Solyc01g014450.1,OG0000046
AT3G03300,Solyc01g013860.1,OG0000046
AT3G03300,Solyc01g012670.3,OG0000046
AT3G03300,Solyc01g012590.1,OG0000046
AT3G03300,Solyc01g013840.1,OG0000046
AT3G03300,Solyc01g014410.1,OG0000046
AT3G03300,Solyc11g008540.3,OG0000046
AT3G03300,Solyc01g012580.1,OG0000046
AT3G03300,Solyc01g012720.1,OG0000046
AT3G03300,Solyc01g012570.2,OG0000046
AT3G03300,Solyc01g013790.1,OG0000046
AT3G03300,Solyc01g013810.1,OG0000046
AT3G03300,Solyc01g012730.1,OG0000046
AT3G03300,Solyc01g013930.1,OG0000046
AT1G04120,Solyc09g064440.4,OG0008825
AT3G25600,Solyc01g010020.3,OG0011403
AT5G05810,Solyc07g007440.1,OG0012054
AT2G46340,Solyc10g011690.3,OG0006842
AT2G31380,Solyc06g073180.3,OG0003741
AT1G06040,Solyc06g073180.3,OG0003741
AT1G65230,Solyc04g056580.3,OG0010292
AT1G78230,Solyc04g074270.3,OG0010455
AT1G04590,Solyc04g056370.3,OG0008779
AT5G41760,Solyc01g095540.3,OG0013081
AT3G46560,Solyc10g086510.2,OG0010799
AT2G25760,Solyc11g070170.2,OG0007283
AT5G03160,Solyc09g007630.3,OG0006051
AT5G03160,Solyc08g067120.3,OG0006051
AT1G80500,Solyc06g068030.3,OG0008882
AT5G09580,Solyc01g106190.4,OG0013428
AT1G27385,Solyc04g045580.4,OG0010536
AT2G33500,Solyc05g024010.3,OG0003387
AT1G28050,Solyc05g024010.3,OG0003387
AT4G30600,Solyc12g009990.2,OG0008222
AT2G37035,Solyc09g007950.3,OG0007174
AT3G07640,Solyc07g045150.3,OG0011155
AT3G20600,Solyc01g006320.4,OG0002870
AT3G20590,Solyc01g006320.4,OG0002870
AT3G20610,Solyc01g006320.4,OG0002870
AT1G31930,Solyc08g005337.1,OG0000053
AT1G31930,Solyc08g015880.1,OG0000053
AT1G31930,Solyc07g054340.1,OG0000053
AT1G31930,Solyc08g005320.3,OG0000053
AT1G31930,Solyc08g015905.1,OG0000053
AT1G31930,Solyc01g065840.4,OG0000053
AT1G31930,Solyc08g015900.1,OG0000053
AT1G31930,Solyc01g065740.3,OG0000053
AT1G31930,Solyc04g072320.3,OG0000053
AT1G31930,Solyc08g015730.3,OG0000053
AT1G31930,Solyc08g015750.3,OG0000053
AT1G31930,Solyc08g005310.4,OG0000053
AT1G31930,Solyc08g015930.1,OG0000053
AT1G31930,Solyc08g077340.2,OG0000053
AT1G31930,Solyc04g072330.1,OG0000053
AT1G31930,Solyc08g015710.2,OG0000053
AT1G31930,Solyc08g013760.1,OG0000053
AT1G31930,Solyc02g079090.4,OG0000053
AT1G31930,Solyc08g005333.1,OG0000053
AT1G31930,Solyc02g092290.4,OG0000053
AT1G31930,Solyc04g072590.3,OG0000053
AT1G31930,Solyc02g079080.2,OG0000053
AT1G31930,Solyc08g015717.1,OG0000053
AT1G31930,Solyc08g015713.1,OG0000053
AT1G31930,Solyc01g065845.1,OG0000053
AT1G31930,Solyc11g064780.2,OG0000053
AT1G31930,Solyc08g015715.1,OG0000053
AT1G31930,Solyc07g054370.3,OG0000053
AT1G31930,Solyc04g072360.2,OG0000053
AT1G31930,Solyc04g072600.3,OG0000053
AT1G31930,Solyc07g054330.4,OG0000053
AT1G31930,Solyc08g005330.2,OG0000053
AT1G31930,Solyc01g056960.1,OG0000053
AT1G31930,Solyc04g072340.1,OG0000053
AT1G31930,Solyc08g076160.3,OG0000053
AT1G31930,Solyc02g065440.3,OG0000053
AT1G31930,Solyc08g005370.2,OG0000053
AT1G31930,Solyc04g057950.2,OG0000053
AT4G31790,Solyc04g081310.3,OG0008005
AT3G11740,Solyc09g014800.3,OG0000927
AT3G11740,Solyc10g085420.3,OG0000927
AT2G14560,Solyc09g014800.3,OG0000927
AT2G14560,Solyc10g085420.3,OG0000927
AT5G01750,Solyc09g014800.3,OG0000927
AT5G01750,Solyc10g085420.3,OG0000927
AT1G33840,Solyc09g014800.3,OG0000927
AT1G33840,Solyc10g085420.3,OG0000927
AT3G56650,Solyc06g065490.3,OG0011552
AT1G55860,Solyc07g065630.4,OG0004834
AT1G70320,Solyc07g065630.4,OG0004834
AT1G73650,Solyc06g068970.3,OG0009941
AT3G22150,Solyc11g017330.1,OG0001158
AT3G22150,Solyc11g017310.3,OG0001158
AT3G22150,Solyc11g017320.3,OG0001158
AT3G22150,Solyc11g017370.3,OG0001158
AT3G22150,Solyc11g017340.1,OG0001158
AT5G65930,Solyc02g043965.1,OG0000025
AT5G65930,Solyc12g082730.3,OG0000025
AT5G65930,Solyc10g052840.1,OG0000025
AT5G65930,Solyc12g035300.1,OG0000025
AT5G65930,Solyc10g017750.2,OG0000025
AT5G65930,Solyc10g047730.1,OG0000025
AT5G65930,Solyc05g042015.1,OG0000025
AT5G65930,Solyc03g013305.1,OG0000025
AT5G65930,Solyc07g017907.1,OG0000025
AT5G65930,Solyc07g021500.1,OG0000025
AT5G65930,Solyc12g035290.1,OG0000025
AT5G65930,Solyc02g031755.1,OG0000025
AT5G65930,Solyc05g032670.3,OG0000025
AT5G65930,Solyc10g050325.2,OG0000025
AT5G65930,Solyc10g052810.1,OG0000025
AT5G65930,Solyc10g150122.1,OG0000025
AT5G65930,Solyc01g016890.1,OG0000025
AT5G65930,Solyc02g068340.3,OG0000025
AT5G65930,Solyc09g055265.1,OG0000025
AT5G65930,Solyc07g026860.4,OG0000025
AT5G65930,Solyc10g047550.1,OG0000025
AT5G65930,Solyc09g005280.3,OG0000025
AT5G65930,Solyc04g026060.1,OG0000025
AT5G65930,Solyc04g005730.3,OG0000025
AT5G65930,Solyc10g049330.3,OG0000025
AT5G65930,Solyc01g150120.1,OG0000025
AT5G65930,Solyc03g065300.1,OG0000025
AT5G65930,Solyc11g044933.1,OG0000025
AT5G65930,Solyc10g050323.1,OG0000025
AT5G65930,Solyc07g039250.1,OG0000025
AT5G65930,Solyc02g050190.2,OG0000025
AT5G65930,Solyc07g017903.1,OG0000025
AT5G65930,Solyc08g015833.1,OG0000025
AT5G65930,Solyc05g150111.1,OG0000025
AT5G65930,Solyc09g057900.3,OG0000025
AT5G65930,Solyc10g150114.1,OG0000025
AT5G65930,Solyc04g018155.1,OG0000025
AT5G65930,Solyc07g026877.1,OG0000025
AT5G65930,Solyc12g038430.3,OG0000025
AT5G65930,Solyc05g042155.1,OG0000025
AT5G65930,Solyc08g015837.1,OG0000025
AT5G65930,Solyc02g005360.3,OG0000025
AT5G65930,Solyc03g065230.1,OG0000025
AT5G65930,Solyc07g150123.1,OG0000025
AT5G65930,Solyc01g073870.4,OG0000025
AT5G65930,Solyc07g026865.1,OG0000025
AT5G65930,Solyc08g044490.1,OG0000025
AT5G65930,Solyc12g082720.1,OG0000025
AT5G65930,Solyc06g150135.1,OG0000025
AT5G65930,Solyc05g013005.1,OG0000025
AT5G65930,Solyc09g031960.1,OG0000025
AT5G65930,Solyc10g052640.3,OG0000025
AT5G65930,Solyc09g030515.1,OG0000025
AT5G65930,Solyc05g025770.1,OG0000025
AT5G65930,Solyc10g052870.1,OG0000025
AT5G65930,Solyc01g014050.1,OG0000025
AT5G65930,Solyc11g032040.3,OG0000025
AT5G65930,Solyc02g038809.1,OG0000025
AT5G65930,Solyc04g026080.3,OG0000025
AT3G53110,Solyc04g082790.4,OG0005634
AT3G53110,Solyc10g085790.2,OG0005634
AT5G54750,Solyc10g006490.3,OG0012199
AT1G01370,Solyc01g095650.4,OG0009680
ATMG01330,Solyc10g062050.1,OG0003978
ATMG01330,Solyc00g126010.1,OG0003978
AT5G67170,Solyc03g044370.3,OG0013678
AT3G27660,Solyc03g112440.1,OG0001167
AT3G27660,Solyc12g010920.2,OG0001167
AT3G27660,Solyc02g086490.3,OG0001167
AT3G01570,Solyc03g112440.1,OG0001167
AT3G01570,Solyc12g010920.2,OG0001167
AT3G01570,Solyc02g086490.3,OG0001167
AT5G40420,Solyc03g112440.1,OG0001167
AT5G40420,Solyc12g010920.2,OG0001167
AT5G40420,Solyc02g086490.3,OG0001167
AT1G62830,Solyc10g049410.1,OG0001067
AT1G62830,Solyc07g063500.4,OG0001067
AT1G62830,Solyc07g063450.3,OG0001067
AT1G62830,Solyc05g006250.1,OG0001067
AT3G13682,Solyc10g049410.1,OG0001067
AT3G13682,Solyc07g063500.4,OG0001067
AT3G13682,Solyc07g063450.3,OG0001067
AT3G13682,Solyc05g006250.1,OG0001067
AT4G00880,Solyc03g082510.1,OG0001061
AT4G00880,Solyc03g082520.1,OG0001061
AT4G00880,Solyc06g053260.1,OG0001061
AT4G00880,Solyc06g053290.1,OG0001061
AT4G00880,Solyc03g082530.1,OG0001061
AT1G27680,Solyc07g019440.3,OG0010445
AT3G24490,Solyc05g018350.4,OG0011765
AT3G10030,Solyc09g008850.3,OG0011927
AT3G14590,Solyc07g061930.1,OG0001124
AT3G14590,Solyc07g061950.4,OG0001124
AT3G14590,Solyc12g011420.2,OG0001124
AT3G14590,Solyc07g061935.1,OG0001124
AT1G53590,Solyc07g061930.1,OG0001124
AT1G53590,Solyc07g061950.4,OG0001124
AT1G53590,Solyc12g011420.2,OG0001124
AT1G53590,Solyc07g061935.1,OG0001124
AT4G13430,Solyc03g005730.4,OG0008612
AT4G02030,Solyc01g079490.2,OG0004302
AT4G02030,Solyc06g009650.3,OG0004302
AT1G73120,Solyc06g068660.3,OG0009641
AT5G23730,Solyc11g005190.3,OG0012670
AT5G42620,Solyc04g079900.3,OG0012704
AT2G07680,Solyc03g117540.4,OG0007016
AT4G11380,Solyc08g081320.3,OG0004373
AT4G23460,Solyc08g081320.3,OG0004373
AT5G13150,Solyc05g024340.1,OG0005944
AT5G13150,Solyc01g009880.2,OG0005944
AT3G22670,Solyc09g082390.3,OG0011561
AT3G08500,Solyc11g065840.3,OG0011511
AT1G54440,Solyc10g018520.1,OG0004991
AT5G35910,Solyc10g018520.1,OG0004991
AT5G58740,Solyc06g076940.3,OG0013176
AT5G16450,Solyc04g008280.2,OG0001730
AT5G16450,Solyc10g005670.3,OG0001730
AT5G56260,Solyc04g008280.2,OG0001730
AT5G56260,Solyc10g005670.3,OG0001730
AT3G02770,Solyc04g008280.2,OG0001730
AT3G02770,Solyc10g005670.3,OG0001730
AT4G32200,Solyc05g015370.3,OG0001495
AT4G32200,Solyc04g007330.3,OG0001495
AT4G32200,Solyc05g015380.2,OG0001495
AT1G67370,Solyc05g015370.3,OG0001495
AT1G67370,Solyc04g007330.3,OG0001495
AT1G67370,Solyc05g015380.2,OG0001495
AT1G24330,Solyc05g015070.4,OG0002595
AT1G15165,Solyc05g015070.4,OG0002595
AT1G67530,Solyc05g015070.4,OG0002595
AT1G23360,Solyc12g019010.2,OG0010542
AT5G23710,Solyc08g075580.3,OG0012327
AT3G22500,Solyc09g082110.4,OG0005449
AT3G22490,Solyc09g082110.4,OG0005449
AT5G16910,Solyc03g097050.3,OG0005299
AT3G03050,Solyc03g097050.3,OG0005299
AT2G07727,Solyc00g500240.1,OG0002136
AT2G07727,Solyc00g500364.1,OG0002136
ATMG00220,Solyc00g500240.1,OG0002136
ATMG00220,Solyc00g500364.1,OG0002136
AT2G26890,Solyc08g021920.4,OG0006804
AT1G05370,Solyc09g075970.3,OG0009008
AT2G19430,Solyc07g040780.4,OG0007056
AT2G42960,Solyc07g056270.3,OG0003575
AT3G59110,Solyc07g056270.3,OG0003575
AT4G31230,Solyc08g069180.3,OG0002188
AT4G31230,Solyc08g006140.3,OG0002188
AT2G24370,Solyc08g069180.3,OG0002188
AT2G24370,Solyc08g006140.3,OG0002188
AT3G03990,Solyc04g077860.4,OG0011609
AT5G37340,Solyc02g069120.3,OG0005884
AT5G22480,Solyc02g069120.3,OG0005884
AT5G64150,Solyc07g066280.3,OG0013686
AT4G08360,Solyc04g064700.4,OG0001954
AT4G08350,Solyc04g064700.4,OG0001954
AT2G34210,Solyc04g064700.4,OG0001954
AT4G02380,Solyc06g009140.3,OG0001446
AT4G02380,Solyc09g075210.3,OG0001446
AT3G53770,Solyc06g009140.3,OG0001446
AT3G53770,Solyc09g075210.3,OG0001446
AT1G02820,Solyc06g009140.3,OG0001446
AT1G02820,Solyc09g075210.3,OG0001446
AT1G33290,Solyc04g005830.3,OG0009751
AT5G51370,Solyc03g093310.3,OG0003062
AT5G07670,Solyc03g093310.3,OG0003062
AT5G51380,Solyc03g093310.3,OG0003062
AT1G49405,Solyc02g090000.3,OG0005155
AT1G49405,Solyc02g065420.3,OG0005155
AT2G45440,Solyc03g044660.3,OG0002049
AT2G45440,Solyc10g083110.3,OG0002049
AT3G60880,Solyc03g044660.3,OG0002049
AT3G60880,Solyc10g083110.3,OG0002049
AT2G30105,Solyc06g007250.4,OG0006703
AT5G17510,Solyc03g097300.4,OG0005516
AT3G03460,Solyc03g097300.4,OG0005516
AT1G21830,Solyc11g013450.2,OG0004803
AT1G44608,Solyc11g013450.2,OG0004803
AT5G04280,Solyc11g008210.3,OG0006091
AT5G04280,Solyc03g071560.4,OG0006091
AT4G16800,Solyc08g078130.4,OG0008206
AT2G14110,Solyc01g105970.3,OG0006678
AT3G24320,Solyc09g090890.3,OG0005420
AT3G24320,Solyc09g090870.3,OG0005420
AT3G63370,Solyc09g065710.1,OG0011643
AT4G24500,Solyc12g087990.3,OG0004115
AT4G24500,Solyc04g076410.3,OG0004115
AT2G34960,Solyc02g081850.4,OG0006515
AT5G65220,Solyc06g072470.4,OG0006005
AT5G65220,Solyc03g097950.4,OG0006005
AT3G21720,Solyc07g052480.3,OG0011869
AT4G14450,Solyc06g053700.1,OG0001504
AT4G14450,Solyc09g089650.1,OG0001504
AT3G23170,Solyc06g053700.1,OG0001504
AT3G23170,Solyc09g089650.1,OG0001504
AT1G04330,Solyc06g053700.1,OG0001504
AT1G04330,Solyc09g089650.1,OG0001504
AT4G31760,Solyc12g096530.1,OG0003427
AT2G24800,Solyc12g096530.1,OG0003427
AT1G32440,Solyc08g077180.3,OG0009419
AT3G47370,Solyc01g096590.3,OG0005626
AT3G47370,Solyc01g096580.3,OG0005626
AT2G46520,Solyc01g096060.4,OG0006767
AT4G24910,Solyc03g110890.1,OG0002389
AT4G24910,Solyc11g020470.1,OG0002389
AT4G24910,Solyc11g020540.1,OG0002389
AT1G08530,Solyc04g051120.4,OG0009019
AT1G06770,Solyc09g065990.3,OG0001388
AT1G06770,Solyc06g008600.3,OG0001388
AT1G06770,Solyc06g084040.3,OG0001388
AT2G30580,Solyc09g065990.3,OG0001388
AT2G30580,Solyc06g008600.3,OG0001388
AT2G30580,Solyc06g084040.3,OG0001388
AT2G17430,Solyc02g038806.1,OG0002074
AT2G17430,Solyc02g082430.4,OG0002074
AT5G65970,Solyc02g038806.1,OG0002074
AT5G65970,Solyc02g082430.4,OG0002074
AT3G22660,Solyc01g006170.4,OG0005189
AT3G22660,Solyc01g006090.3,OG0005189
AT3G21350,Solyc12g044640.2,OG0005361
AT3G21350,Solyc03g121210.4,OG0005361
AT1G54140,Solyc04g010090.3,OG0009346
AT3G23400,Solyc09g090330.3,OG0011819
AT5G18310,Solyc04g050790.3,OG0012390
AT1G65700,Solyc06g073700.3,OG0008762
AT4G15480,Solyc08g016250.1,OG0000508
AT4G15480,Solyc01g107560.3,OG0000508
AT4G15480,Solyc08g016260.1,OG0000508
AT4G15480,Solyc12g096870.1,OG0000508
AT4G15480,Solyc08g014050.2,OG0000508
AT3G21560,Solyc08g016250.1,OG0000508
AT3G21560,Solyc01g107560.3,OG0000508
AT3G21560,Solyc08g016260.1,OG0000508
AT3G21560,Solyc12g096870.1,OG0000508
AT3G21560,Solyc08g014050.2,OG0000508
AT4G15500,Solyc08g016250.1,OG0000508
AT4G15500,Solyc01g107560.3,OG0000508
AT4G15500,Solyc08g016260.1,OG0000508
AT4G15500,Solyc12g096870.1,OG0000508
AT4G15500,Solyc08g014050.2,OG0000508
AT4G15490,Solyc08g016250.1,OG0000508
AT4G15490,Solyc01g107560.3,OG0000508
AT4G15490,Solyc08g016260.1,OG0000508
AT4G15490,Solyc12g096870.1,OG0000508
AT4G15490,Solyc08g014050.2,OG0000508
AT1G69750,Solyc03g120820.4,OG0002583
AT1G69750,Solyc12g044380.3,OG0002583
AT1G66590,Solyc03g120820.4,OG0002583
AT1G66590,Solyc12g044380.3,OG0002583
AT1G54380,Solyc09g098560.2,OG0003459
